review,real,previsto,confianca
"If any movie stands out extremely with the actors' acting skills, this is probably the one. I've never seen dialogues be spoken in such a rough way, but having a strong feeling. The movie was disturbing at moments. However, the movie was terrible at editing. The movie tries to go the commercial way by adding comedy and songs, yet they feel out of place. Like Karisma is getting beat up, and the same time SRK is fighting (comically) with the police officers. The Ishq Kamina song was very out of place. On top of that, the movie is overly glossy in the beginning. The direction was not bad, but certainly nothing one can brag about.<br /><br />I have to say that the actors' were chosen very wisely. Without them, this movie would not have an impact. Karisma Kapoor has given her best role to date, and this looks very good on her record after Zubeidaa and Fiza. She looks pretty in the first half, and I've never seen an actress scream of emotion and anger as well as her. What is most ironic is this is probably her weakest written role to date. Nana Patekar was excellent as her father-in-law. Not much to say about him, besides this is a role made for him. Deepti Naval as the mother-in-law was excellent especially in her final scene. Though she doesn't have much to say, her facial expressions and body language was good. The other good performance was the little kid. He was adorable, and is sure to bring tears to the viewer's eyes. The movie was probably saved desperately by their performances. Sanjay Kapoor was all right, but he didn't have much to do. Shahrukh Khan was wasted in his bad boyish type role. <br /><br />One thing that brought the audience to the theater was Ishq Kamina. The song picturization and dancing is perfect for the crude lyrics of the song. And boy Aish is mad hot. However, the song belonged to be in another movie only because it came at the worst moment ever. People may have come to the movie for Aish, but they won't brag too much about it after-wards. Hum Tum Miley was properly paced, but seemed to drag as the suspense mood was leaving throughout the movie. Damroo Bhaje was boring and nothing to rave about. Dil Ne Pukara is too boring of a song to get the mood of the movie. Despite the poor editing, the performances alone make it a must see.",positive,negative,0.9993869
"Why am I so convinced there's actually another film version of this novel out there somewhere? I saw the film again this year as I am teaching the novel and find the changes in the film annoying - there is no appearance of the little boy in the novel and the ending has been changed. They kill him off in the film but the whole point is that he is haunted by the events at Eel Marsh House for many years but does remarry and eventually put the events behind him. Mr. Bentley is a far more sympathetic character in the novel, the scene in the film where Kipps sets fire to the office is plain daft, and the constant appearance of the toy soldier to signify the presence of the child is genuinely creepy but pointless - Kipps is haunted by the woman seeking revenge, not the child. I am sure I've seen a film which is better and closer to the novel and actually scarier. Have I just imagined this?",positive,negative,0.999433
"The breadth & height of the scale of this movie overwhelm me. About a week ago I posted a commentary on the 1926 silent epic MACISTE IN HELL referring to it as ""staggering"". Then I encountered the Pollonia Bros. BLOOD RED PLANET. Wow ...<br /><br />It's all about the scale of the thinking behind it. The Pollonia Bros. and colleague John McBride were thinking so big that the musings of Arthur C. Clark & Stanley Kubrick's 2001: A SPACE ODESSEY is lucky it was released thirty-two years before this sweetheart. As a matter of fact, Kubrick had it easy with modelers, a budget, actual actors and major studio backing for his little ""Star Trek"" ripoff, and all that Arthur C. Clarke had to do was write the damn thing. What's so hard about muscling around a typewriter? The Pollonia brothers on the other hand had to think radical, outside of the box, and quickly. They recruited a half dozen of their friends & colleagues -- including a hot lookin' chick -- bought a bunch of colored lightbulbs, raided old office supply dumps for every keyboard, monitor and hands-free phone headset they could find, got everybody identical black turtlenecks, made off with every cupcake tin in the county, learned enough 3d modeling & texture skinning to animate a couple of space ship fly-bys, spent a couple hours drumming up a script, executed what is easily the most frightening space monster puppet since that horrible little monster Jabba the Hut carried around with him was fried by R2D2, spent literally days working with a VHS camera and an Amiga to shoot & edit their film, and came up winners. This is the best D.I.Y. direct to home video fan movie space epic I've ever seen, and in proportion to the amount of talent & resources at the disposal of the filmmakers dwarfs even LOGANS RUN or BATTLESTAR: GALACTICA (the original series) as being a chilling look at our future, right down to a newscaster wearing a mis-matched, ill-fitting 2nd hand suit. As a species, we are doomed.<br /><br />Seriously for a minute, though, it is a vast improvement upon such later epics as THE DINOSAUR CHRONICALS or PREYALIEN: ALIEN PREDATORS, which is funny since it was made before either of those masterpieces. Somewhere along the lines the Pollonia's started taking it easy on themselves: This film is executed with a certain conviction that gets you to believe that you really can breathe in a vacuum wearing a dust mask and two biker squirt bottles. And the scene where the alien beast consumes a miniaturized crew member made me immediately think of where I'd seen that before: GODZILLA VS. THE SEA MONSTER, where the giant rampaging monster crab skewers two canoers and eats them on camera. That made me cry when I was a kid.<br /><br />This made me cry as an adult because here I am wasting my time trying to be some sort of critic or writer or writer/critic and these guys get to have all the fun, actually making a real feature length sci-fi epic with lots of cool colored lights, a hot chick and a talking slide projector named KAL. One of the flight crew even gets to wear his black space baseball cap backwards & glower with his goatee like that clown from Metallica. Is this supposed to be a joke? No. It is an epic statement about humanity, from humanity and for humanity that deserves to be seen by anybody who has the capability to not take any of it too seriously. Look for it on a 2 disc box set called GALAXY OF TERROR in your favorite discount retailer's cutout DVD bins, which is probably where it belongs, but how many of us can say ""Yeah, they have a couple box sets of our movies for sale at Best Buy."" <br /><br />4/10: Anyone lacking in a sense of humor might want to try SILENT RUNNING or maybe TRON. But someday an alien civilization on the other side of the galaxy will intercept a transmission of this movie and decide that we actually are not to be messed with. Good work, guys!!",negative,positive,0.99836427
"An interesting slasher film with multiple suspects.<br /><br />Includes typical girl flashing her breasts (Denise Cheshire) as she changes into her swimsuit, creepy suspect - any one of them could be doing the deed, expected breast baring to get a passing grade (Linnea Quigley), a very unusual forward pass, more bare breasts, a track and field event that will NOT be in the summer Olympics, and a ghoulish secret.<br /><br />It all comes to a crashing ending. No, there's more. Won't this guy die? I bet Anne (Patch Mackenzie) doesn't plan any more visits home anytime soon.<br /><br />If you like teen slasher films, can you possible be a pervert, even if all the actresses are over 18?",negative,positive,0.982031
"The only reason I DVRd this movie was because 1. I live in Cleveland and Shaq plays basketball for us now and 2. I've always heard how awful it was. The movie did not disappoint. The best parts were Shaq's outfits. The worst parts were, well, just about everything else. My 12 year old son and I just squirmed and couldn't look at the screen when Shaq started rapping and we kept wondering why Max didn't wish for Kazzam to fix that front tooth of his! But for all it's terribleness we just couldn't stop watching it, the story sucked you in, like a black hole or quicksand or a tar pit, it was hypnotic. But it was worth it for the laughs and just to say that we actually watched ""Kazzam"".",negative,positive,0.7889899
"I agree with most of Mr. Rivera's comments, and I just want to ad a couple of caveats. This film, ""The Mascot"" is criminally neglected in its current form. For that matter, so is ""Vampyr"". ""The Mascot"" isn't a ""bonus feature""-- it's tacked on as a chapter in ""Vampyr"". Even though it's made very clear that this is a separate movie, it should have been treated as such by the manufacturers. And while I""m at it, ""Vampyr"" needs some of that same respect and cleaning up as well. I got the feeling the decision to put The Mascot on there went something like this.<br /><br />Dude A: ""We just transferred Vampyr to DVD, but it comes up about 20 minutes short. We need to put something on there that won't cost much money. Can you believe film critics want to be paid to talk about films!"" Dude B: ""Not to worry. I have this little animation thingy that's been sitting in my drawer. Just go ahead and throw it on as an additional chapter."" Dude A: ""You're awesome, Dude B."" The animation's of The Mascot is great, and there's no need for me to repeat what Mr. Rivera's done so well. However, this thing needs some major cleaning and restoring, especially the audio. The plot comes through in the dialogue. And in my copy there were so many hisses, pops and places where the sound just dropped right off (I would have had no idea what the dog was going after without having read the box). No amount of volume was going to make the words more understandable, it just brought up the tinniness and made the hisses and pops louder.<br /><br />Bottom line is: Starewicz's films need to be put into a respectful collection, cleaned up, spiffed up, liner notes and the whole nine yards. In other words, they need to be ""Criterionized"" 9 out of 10 for the movie, not the product which would get only a 5.",positive,negative,0.7829116
"Though predictable and contrived, not a bad movie. It entertains, which is all Van Damme hopes to do. The omnipresent ""twin"" device is again used (as in a large number of Van Damme's movies) but it is not bothersome except to long time fans. Natasha is gorgeous and worth watching. Action is decent, nothing spectacular for Van Damme but exciting. I can recommend to Van Damme fans and even to those who aren't but don't mind an action film with a good looking lead couple. The Russian Mob is a nice concept and topical for the day. Clearly, not his best film but by no means his worst.",negative,positive,0.9876401
"From time to time it's very advisable for the aristocracy to watch some silent film about the harsh life of the common people in order to remind themselves of the privileges and the comfortable life that they have enjoyed since the beginning of mankind or even before in comparison with the complicated and hard work that common people have to endure everyday since the aristocrats rule the world.<br /><br />And that's what happens in ""The Love Light"", the first film directed by Dame France Marion who will be famous afterwards in the silent and talkie world thanks overall to her work as a screenwriter; better for her, certainly, because her career as a film director doesn't impress this German count.<br /><br />The film tells the story of Dame Angela Carlotti ( Dame Mary Pickford ) a merry Italian girl who lives surrounded by a ""picturesque squalor"" ( an important difference of opinion between upper and low classes; aristocrats prefers to live surrounded by ""picturesque luxury"" ); she has two brothers and a secret admirer but all she gives him in return is indifference. Destiny begins to work hard and pretty soon war is declared and Dame Angela's two brothers enlist and in the next reel both are dead. But destiny is even crueller and Dame Angela meanwhile falls in love with a German!! And to make things worse, she doesn't know that her Teutonic sweetie is a spy and that the light signals that she sends to him every night from the lighthouse she maintains thinking that is a love signal, don't mean ""Ich Liebe Dich"" but ""Sink Any Damn Italian Boat At Sea""<br /><br />Fortunately for Dame Angela, pretty soon her sweetie German spy will be found by the neighbours in her house in which she was hiding him ( a not strange fact, indeed, because it is not an easy task for a German to go unnoticed ) but the German spy will prefer to die before being captured by those Italians.<br /><br />From that German love, a half-Teutonic baby will born ( the wicked Destiny at full speed ) but a greedy neighbour who has a particular idea of motherhood will carry away her son with the consent of a Catholic nun who has taken the Council of Trent to extremes a fact that will put Dame Angela at the verge of insanity.<br /><br />But meanwhile Dame Angela's secret admirer has returned from the war and you can think that finally Dame Angela's sorrowful life will improve; a tremendous mistake because Destiny has in store for her that the returned soldier is blind. But as they say in Germany, it may be a blessing in disguise and finally Dame Angela will recover her son and will start a new life with her blind sweetie in a poor Italian village in what it is supposed to be a happy ending for the common people.<br /><br />As this German count said before, it was much better for Dame Frances Marion that she continued her career as a screenwriter, because as can be seen in ""The Love Light"", she had a lot of imagination to invent incredible stories, ja wohl! but a completely different subject is to direct films and her silent debut lacks emotion and rhythm in spite of the effort of Dame Pickford to involve the audience with her many disgraces. The nonexistent film narrative causes indifference in the spectator making this the kind of film where only Dame Pickford herself provides the interest and not her circumstances.<br /><br />And now, if you'll allow me, I must temporarily take my leave because this German Count must send Morse signals from the Schloss north tower to one of his Teutonic rich heiress.",negative,positive,0.99213856
"OK...time for a bit of a rant I think. It's been 2 flamin' years since I submitted my original comments praising this top-rated footy comedy.....and the damn thing still hasn't made it to video or DVD (or for that matter even been repeated on the telly !!) !!!!!<br /><br />Does anyone out there know why not ? Has there been a BBC-style error whereby the original copy has been deleted/mislaid/wiped ??<br /><br />Listen up you lot in charge of ITV - whack this on to DVD now !!! Do you even realise how funny this programme was ? It makes ""Mike Bassett"" look as bad as the current pants Spurs team.<br /><br />Rant over. For the moment.",positive,negative,0.9984692
"Barney and friends...the Dora the explorer of the 1990s.<br /><br />OK, i'll admit it. as a kid, barney was my ultimate hero. i had my barney plush toy and i used to watch the same barney episodes over and over on videotape. maybe cause it was so sugar coated and mind-numbing.<br /><br />However, by the time i turned 7, i started to hate barney. everyone at school would Dis barney, and i went along with it (mainly because it was funny) and it's what little boys do. but a few years later, I discovered something else about barney that i will never forget.<br /><br />a person known on the IMDb as Angel_meiru did an Essay for school, explaining the dangers of watching barney, and he or she posted it in the message boards. a lot of those dangers made sense.<br /><br />Barney is a dinosaur who can magically come to life during a day at school. he is supposedly educational, or so Sheryl Leach (Barney's Creator) says, but really, all i can remember him teaching me, is that magic can solve anything, which is not true.<br /><br />to end off this comment, I'd like to tell you a little story. There was once a young boy who watched a particular episode of barney. one day, he was alone, when a stranger lured him into his car and drove away with him. i don't know the outcome (but it's safe to assume the child died) but why was he abducted in the first place? because he watched the Barney and friends episode titled ""A stranger is a friend you haven't met yet."" <br /><br />0/10",negative,positive,0.99679
"I am not so much like Love Sick as I image. Finally the film express sexual relationship of Alex, kik, Sandu their triangle love were full of intenseness, frustration and jealous, at last, Alex waked up and realized that they would not have result and future.Ending up was sad.<br /><br />The director Tudor Giurgiu was in AMC theatre on Sunday 12:00PM on 08/10/06, with us watched the movie together. After the movie he told the audiences that the purposed to create this film which was to express the sexual relationships of Romanian were kind of complicate.<br /><br />On my point of view sexual life is always complicated in everywhere, I don't feel any particular impression and effect from the movie. The love proceeding of Alex and Kiki, and Kiki and her brother Sandu were kind of next door neighborhood story.<br /><br />The two main reasons I don't like this movie are, firstly, the film didn't told us how they started to fall in love? Sounds like after Alex moved into the building which Kiki was living, then two girls are fall in love. It doesn't make sense at all. How a girl would fall in love with another girl instead of a man. Too much fragments, you need to image and connect those stories by your mind. Secondly, The whole film didn't have a scene of Alex and Kik's sexual intercourse, that 's what I was waiting for. However, it still had some parts were deserved to recommend. The ""ear piercing "" part was kind of interesting. Alex was willing to suffer the pain of ear piercing to appreciate kik's love. That was a touching scene which gave you a little idea of their love. Also, the scene of they were lying in the soccer field, the conversation express their loves were truthful and passionate.",negative,positive,0.98582757
"A note to all of you budding film writers: Study this film. If your dialog reads like the dialog in this film, please shred your script and try again.<br /><br />I didn't have high expectations, but was intrigued by the description indicating there was a mystery at the Christmas Ornament Factory. The Mystery is resolved very early and the film becomes a straight romance. I almost stopped watching it at 5 minutes, 10 minutes, and at the first break. My spouse , who is the Hallmark & Lifetime fan, gave up at the first break. <br /><br />Forest River is a company town - the main business is Aikens Ornaments, who make all manner of holiday decorations.The patriarch of the company has recently passed away, so the companies future might be in question. We soon meet Noelle, who would rather be on Wall Street than Main Street, and the mysterious Justin, who gets a date with Noelle after a large snowman she is inflating crashes into Justins car. Once we meet Alison Aikens, doing due diligence for the Board, we have our story setup.<br /><br />If you can't nail all the story arcs by the first commercial break, you haven't seen enough of this kind of Holiday film. Maybe that's a good thing.",negative,positive,0.9952632
".... may seem far fetched.... but there really was a real life story.. of a man who had an affair with a woman, who found out where he and his new wife were staying,, and she killed the wife,, making it look like a murder rape.......<br /><br />in her delusion she had told everyone that the man had asked her to marry him.. so she quit her job in Wisconsin... and moved to Minnesota..........<br /><br />last I heard she was in a mental institution, Security Prison....<br /><br />she was still wearing the ""engagement ring."" that she has purchased for herself... and had told everyone that he had bought it for her.<br /><br />The events took place in a small town in Wisconsin,,,,,,, and the murder happened in Minnesota......<br /><br />There even was a feature story in ""People"" magazine... Spring of 1988, I want to say on Page 39. I remember this as I was in college at the time,, and a colleague of mine had met the individual in the Security Hospital....",negative,positive,0.9976814
"So it isn't an epic, but for people experiencing anything similar<br /><br />(sibling suicide) it might be an interesting way of therapy. An<br /><br />imaginative narrative and some fine acting makes it time well<br /><br />spent. For some reason, it hasn't really caught on in the audience,<br /><br />something I do believe is a result of the main theme. Why did she<br /><br />commit suicide? Clearly, this is hardly something that US<br /><br />moviegoers will flock to, had it been an European production it<br /><br />probably would have reached its audience in a much greater<br /><br />extent. It is however, a movie that although the realism tainted by a<br /><br />shimmering romanticized glow, gives the viewer a whole hearted<br /><br />impression.",positive,negative,0.9962346
"All right, I'll grant you that some of the science in ""Doppelganger"" (or ""Journey To The Far Side Of The Sun"") is kind of dopey.The idea of an entire planet existing undetected (because we can't see it on the other side of our sun) doesn't hold up at all - any Astronomy 101 student knows that another planet the size of Earth would cause gravitational perturbances in the motions of other planets. That's how astronomers deduced the existence of Pluto, after all, and that's how they find comets and asteroids and moons on a regular basis.<br /><br />And the idea that a mirror image Earth somehow evolved in almost perfect parallel to our Earth, down to English speaking scientists and human counterparts for each human born on our Earth...that takes things out of 'hard science' fiction and into ""Twilight Zone"" territory. That's not necessarily a bad thing, but it requires a major suspension of critical thinking to accept and enjoy. <br /><br />But man, this movie knocked my socks off as an adolescent. I was still used to fairly cheerful, upbeat science fiction films when the hero won through in the end - even ""2001"" could be interpreted as having an 'upbeat' ending. <br /><br />But in this case: Thinnes attempted to dock with his orbiting mothership so he could return to his own Earth, only to be bounced back out of his docking berth (Something about 'the polarities not being reversed because his 'doppelganger' wasn't doing the same thing. Apparently Thinnes' 'doppelganger' had decided he was happy in his new home.) Thinnes' ship started the descent back to the CounterEarth launch site, and I was certain that he would somehow get the damaged craft to land safely and try again, armed with the new info that would let him and his backers succeed. He was The Hero after all, and the Hero always wins through in the end. <br /><br />Instead, Thinnes couldn't maintain control of the crippled craft, and the ship's subsequent crash into the launch site was so horrible and devastating that it killed everyone (except for the chief project leader) and destroyed all records of the project and Thinnes' existence. Thinnes never got to go home, and he perished uselessly, his secrets never revealed. <br /><br />Except for the Planet Of the Apes series, I had never seen such a sad and downbeat ending, and it always stuck in my mind - especially the ferocious devastation of the crash scene near the beginning of the move (you knew that spaceship was NEVER going to fly again!) and the one at the very end. <br /><br />I'd love to see this movie again, and see how well it held up over the years.",positive,negative,0.7960547
"This movie should have been called ""The Eyes of Alexander"", and they should have done away with the Bogart concept altogether. The film started out with a lighthearted approach to Bogart's legacy and some comical moments with his surgery oriented face, but after the first 15-30 minutes it morphs into a more serious thriller, where two palm size sapphires, purportedly laid as eyes into a marble headpiece of Alexander the Great, for him, and seen by him, right before his death. So the gems are of great value not only because of their quality and size, but also because of the tie to the Greatest conquerer the world has ever known. Being an expert on Alexander qualifies me to say that this is wholly and completely a fiction, but it makes for a good movie anyway. So the film winds around some early silliness and stumbles along with all sorts of Alexander allusions in both the foreground and background (which I really liked), ending with a dated shark attack (you couldn't go to a movie in '79-'80 without some shark showing up to menace the audience). There is a yacht named Euridice (Alexander's father's young wife), a man named Alexander, Philip, Cleitus?, (it's been about 5 years since I've seen the film, so can't remember all the details), Olympias, some street names, and many others. It was fun to watch the film just to try to catch all the background details that the director (obviously an Alexanderphile himself) put in. When all is said and done, the eyes are retrieved and the camera pans in on them on a bed as the credits roll by. Kind of a neat ending. What would have been more fun would be if they went the Indiana Jones way and had an action adventure. There were many, many real artifacts that could have been used to make this more interesting, or instance, the hand-annotated (by Aristotle) version of the Iliad that Alexander kept with him all his life, even on his many journeys across Asia (would be of incalculable value if found today). Olivia Hussey (my all time favorite b-movie actress)is killed off way too early, and should have been the main actress throughout, not the girl from the Momma's and the Poppa's...though she was herself easy on the eyes. If you can find this flick, it might be worth checking out for the historical stuff and to see Olivia Hussey in an extremely funny deadpan humor bit early on, but beyond that, I'd pass on it for something more entertaining.<br /><br />Yours, Nick",negative,positive,0.997414
"Oh my, I think this may be the single cheesiest movie I've ever seen. I'm serious, this is one of the ultimate b-movies. The first proof is that it isn't a $5 DVD. Oh no, that's too mainstream for this. I got this on VHS, from a bin full of ex-rental videos at my local video store.<br /><br />If I may quote the blurb: ""In 17th Century Japan, there lived a samurai who would set the standard for the ages. His name was Mayeda. He is sent on an epic journey across the world to acquire 5,000 muscats from the King of Spain. Whilst at sea a violent storm swallows their precious gold intended to buy the weapons and almost takes their lives. Mayeda must battle all odds to survive and the secure the fate of his beloved Japan."" It then goes on to say ""A multi million dollar action adventure epic set across three continents""<br /><br />I must have seen a different movie. This was no epic, and it certainly wasn't a multi million dollar anything. No, 'Shogun Mayeda' is really just the crazy adventures of the Engrish-speaking Mayeda (Sho Kosugi). He isn't even a Shogun really, but thats not important. What is important, is that he does a really cool impression of John Cleese's repeated charging of the one castle in 'Monty Python and the Holy Grail', and his ability to go from serious scenes to showing off his samurai mind powers. Awesome.<br /><br />The greatest thing about this movie is Sho Kosugi's Engrish accent. The movie may lack nearly everything that makes a good movie, but makes up for it with some of the cheesiest lines ever, delivered by the coolest Engrish accent ever. And honestly, do you really want anything else? You could fast forward 'Shogun Mayeda' to the end, and replay Kosugi's final line over and over. The tape will probably wear out before you get tired of that one line. Awesome.<br /><br />2/10 - So very very cheesy.",negative,positive,0.99863833
"In Budapest, Margaret Sullavan (as Klara Novak) gets a job as clerk in a gift shop; there, she bickers with co-worker James Stewart (as Alfred Kralik). The two don't get along on the job because each has fallen in love with a unseen pen pal. Watching Ernst Lubitsch direct these stars through the inevitable is predictably satisfying. <br /><br />Even better is a sub-plot involving shop owner Frank Morgan (as Hugo Matuschek), who suspects his wife is having an affair. Hiring a private detective, Mr. Morgan confirms his wife of 22 years is having sex with one of his younger employees. Morgan, painfully realizing, ""She just didn't want to grow old with me,"" and the supporting characters are what keeps this film from getting old.<br /><br />********* The Shop Around the Corner (1/12/40) Ernst Lubitsch ~ James Stewart, Margaret Sullavan, Frank Morgan, Joseph Schildkraut",positive,negative,0.7590022
"This place in England during 1940. Three orphans (Carrie, Charles and Paul) are sent to live with Miss Price (Angela Lansbury). She doesn't want them but reluctantly takes them in. It seems she is studying to be a witch through a correspondence course with the College of Witchcraft. (OK--I realize this is a family film but--College of Witchcraft??? Come ON!!) Before she can finish the course though the college is closed because of the war (???) and she seeks down the head Professor Browne (David Tomlinson). And her and the kids travel around on a bed with the help of a magical bedknob.<br /><br />I first saw this when I was 9 and vaguely remember loving it. It sure doesn't hold up as an adult! The story is silly (even for a fantasy), the kids are terrible actors and one of them (Charles) is incredibly obnoxious. Also Roddy McDowall is third billed and only appears in two short scenes! There's also a trip to the Isle of Naboombu which is run by animated animals. I thought that might be fun but the animation is poor (for Disney) and it has a very violent and far too long soccer game between the animals. There are a few saving graces here: Lansbury and Tomlinson are just great; the songs (while forgettable) are pleasant; the long dance sequence on Portobello Road is very colorful and full of energy and the Oscar-winning special effects are still pretty impressive at the end. But the weak story line, poor animation and unlikable kids really pull this one down. I heard the extended version is even worse! I can only give this a 7.",positive,negative,0.9995827
"I saw Chan Is Missing when it first came out, about four years after moving from San Francisco to New York. Maybe it was the perspective of a few years away, but this movie seemed to capture the essence of the city and its people better than anything else I'd ever seen (still does). It concentrates on one particular community - the Chinese - but that's fine, because so much of the city's soul is refracted through the settings, the faces, and the maybe above all the voices of the characters.<br /><br />This isn't the tourists' San Francisco. The settings are humble and everyday: a taxi cab, the kitchen of a Chinese restaurant, Richmond District row houses, little Chinatown apartments and small-business offices, the piers, a Philippine elder center. This is what the city looks and feels like day to day to the people who live there - even now, in the era of Silicon Gulch urban redevelopment. Unlike, say, Dirty Harry (in its own way an excellent San Francisco movie as well), everything is filmed at street level: We come to understand the characters' points of view from the perspective their surroundings give them, not from some fancy vertiginous shooting.<br /><br />Wang apparently filmed in B&W because he didn't have the money to do otherwise, yet one of the strongest visual elements of the movie is the natural light he achieves. The often harsh, pervasive quality of the sunlight is one of my closest associations with San Francisco: It seems to expose everything, bringing the buildings, the hills, the other landmarks down in scale and, in a funny way, making the people you pass on the streets seem more individual and potentially closer to you than they might in another place. Wang's photography perfectly conveys this, and even helps the story along at points.<br /><br />Wang captures the speech and conversational style of Chinese and other San Franciscans better than anyone ever has, I think. If there's such thing as a true San Francisco ""accent,"" it's what you hear from the balding taxi medallion broker (I think) who appears talking on the phone in one scene (listen to the way he calls the person on the other end ""ya dingaling!"").<br /><br />The story is poignant and, despite a few very small missteps, makes its points beautifully about the longings that pull at the hearts of people living in old immigrant communities - including the justified political and ethnic resentments, and little ironic amusements, that help to fuel them. All this is communicated delicately - perhaps why some respondents here think the film meanders. It doesn't - suffice it to say that the two cab drivers' quest for Chan becomes a quest for something more personal.<br /><br />Chan Is Missing finishes up with a Chinatown travelogue sequence backed by a goofy novelty song from the 1930s (I guess) about San Francisco and all its crazy diversity. An American caricature, yes, but somehow not entirely off the mark either.",negative,positive,0.9993475
Goof: Factual error<br /><br />When Charlie walks out of the room to commit suicide he takes his gun with a silencer. After a few seconds we hear a loud bang from the same gun being fired.,positive,negative,0.9960622
"The first installment of this notorious horror series is presented as if it were a snuff film discovered by the producers and set up like an amateur camcorder tape, complete with a digital timer at the bottom of the frame. It presents a woman being kidnapped by a gang of black-clad men who torture her for several days before finally killing her. The hapless victim is beaten savagely and pelted with raw meat before having her fingernails pulled out with pliers, her hand smashed with a hammer, her eye punctured with a needle, and so forth.<br /><br />In the most nauseating scene, the woman's captors burn her with hot water and drop live maggots into the burns. The series received a great deal of publicity when American actor Charlie Sheen, believing the series to contain actual murder, attempted to ban its distribution in the United States. An FBI investigation revealed that the films were only what they appeared to be to most viewers -- sick re-creations using nasty, but obvious special effects. Gruesomely staged by acclaimed Japanese comic-book artist Hideshi Hino, who also directed the third and fourth episodes, this film is a sure way to clear all but the most tolerant of rooms. But, gorehounds probably won't find anything special.",positive,negative,0.99933845
"Before I had seen this film, I had heard some negative comments about it. However, when watching it I found myself thinking ""ok, it's a little slow-paced but this is quite interesting"". As it built toward the end, it created a complex moral dilemma, leading to a shocking yet, within the context of the film, entirely believable decision with extremely powerful dramatic consequences. If this had been followed through, it would have been a tremendously powerful ending and would have given me a very favourable impression of the film.<br /><br />However, due to an ending which not only cops out emotionally, tacking on an unnecessary happy-ish ending without real emotional credibility but also within the context of the film makes absolutely no sense whatsoever for you clearly see one of the character take an action which should end her life but inexplicably doesn't. Incidentally, please tell me if I did miss something here and there is a reason why she survives as I just couldn't how logically she could have and this wrecked the whole film for me.<br /><br />This said, all three leads put in powerful performances although Kevin McKidd's characters' transformation by the end goes a little further than is fully convincing and it does create a very powerful ethical triangle.<br /><br />This film is recommended if you ready yourself to walk out when the mother and the sister are lying on the bed. But do not watch further than this unless you have only a pinch, but several mountains, of salt.",negative,positive,0.99784267
"Its difficult to be too tough on Brad Sykes, a hard-working guy doing what he loves, there is an honesty about him that seems often lacking with other microbudget directors. Check out the minuscule crew credits on Camp Blood, there is none of the usual thanking everyone down to the pizza joint they ate in, its Brad and his buddies and thats it, no pretentious rubbish. Jennifer Ritchkoff isn't your average horror flick heroine, but does well enough for you to hardly notice, Bethany Zolt looks like a star and Joseph Haggerty is so funny it hurts. The Clown is hardly an original horror film bad guy, but the design is good, Shemp Moseley does a decent job of bringing him to life and the image clashes nicely with the rural backdrop. Camp Blood is horror as blue collar and basic as it gets, not a good thing, not a bad thing, just a thing.",negative,positive,0.9933201
"Netflix should mention this short feature on the info for Silk Stockings. Superior in every way to that over-produced fluff. This had much better Cole Porter songs and lots more energy. Silk Stockings turned out to be a big disappointment. Fred was getting too old for this sort of thing, though the dances and Cyd are lovely. I will be on the watch for the Garbo--Melvyn Douglas version of Ninotchka. Was Peter Lorre ill during the making of Silk Stockings--he seems to be very passive in the more active numbers and with less lines? Very glad that I ran across Paree--Paree by pure accident. Made the whole experience a lot more enjoyable. Bob Hope, as a simple ""song and dance man' is pure joy.",positive,negative,0.99816847
"It's a good movie if you plan to watch lots of landscapes and animals, like an animal documentary. And making Pierce Brosnan an indian make you wonder 'Does all those people don't recognize if someone isn't indian at plain sight?'",negative,positive,0.9953454
